Code,Title,Chapter_Block,Category,provider_state
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,MI
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,NE
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,OH
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,LA
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,IL
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,NV
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,TX
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,OR
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,AZ
R78,"Findings of drugs and other substances, not normally found in blood",R70-R79,category,UT
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,TX
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,KS
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,PA
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,OK
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,ND
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,NY
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,IN
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,OH
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,NE
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,ID
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,MI
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,IL
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,CA
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,IA
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,FL
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,OR
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,GA
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,AZ
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,NV
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,LA
B98,Other specified infectious agents as the cause of diseases classified to other chapters,B95-B98,category,UT
P15,Other birth injuries,P10-P15,category,PA
P15,Other birth injuries,P10-P15,category,OK
P15,Other birth injuries,P10-P15,category,NY
P15,Other birth injuries,P10-P15,category,NE
P15,Other birth injuries,P10-P15,category,ND
P15,Other birth injuries,P10-P15,category,OR
P15,Other birth injuries,P10-P15,category,KS
P15,Other birth injuries,P10-P15,category,ID
P15,Other birth injuries,P10-P15,category,MI
P15,Other birth injuries,P10-P15,category,TX
P15,Other birth injuries,P10-P15,category,GA
P15,Other birth injuries,P10-P15,category,FL
P15,Other birth injuries,P10-P15,category,IN
P15,Other birth injuries,P10-P15,category,OH
P15,Other birth injuries,P10-P15,category,LA
P15,Other birth injuries,P10-P15,category,CA
P15,Other birth injuries,P10-P15,category,IA
P15,Other birth injuries,P10-P15,category,IL
P15,Other birth injuries,P10-P15,category,NV
P15,Other birth injuries,P10-P15,category,AZ
P15,Other birth injuries,P10-P15,category,UT
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,PA
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,ND
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,NY
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,GA
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,ID
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,OK
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,IN
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,OH
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,MI
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,TX
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,OR
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,IL
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,NE
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,FL
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,LA
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,NV
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,AZ
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,CA
D36,Benign neoplasm of other and unspecified sites,D10-D36,category,UT
F51,Nonorganic sleep disorders,F50-F59,category,NY
F51,Nonorganic sleep disorders,F50-F59,category,PA
F51,Nonorganic sleep disorders,F50-F59,category,IN
F51,Nonorganic sleep disorders,F50-F59,category,OK
F51,Nonorganic sleep disorders,F50-F59,category,ND
F51,Nonorganic sleep disorders,F50-F59,category,MI
F51,Nonorganic sleep disorders,F50-F59,category,OH
F51,Nonorganic sleep disorders,F50-F59,category,TX
F51,Nonorganic sleep disorders,F50-F59,category,NE
F51,Nonorganic sleep disorders,F50-F59,category,ID
F51,Nonorganic sleep disorders,F50-F59,category,GA
F51,Nonorganic sleep disorders,F50-F59,category,OR
F51,Nonorganic sleep disorders,F50-F59,category,FL
F51,Nonorganic sleep disorders,F50-F59,category,IL
F51,Nonorganic sleep disorders,F50-F59,category,LA
F51,Nonorganic sleep disorders,F50-F59,category,NV
F51,Nonorganic sleep disorders,F50-F59,category,AZ
F51,Nonorganic sleep disorders,F50-F59,category,CA
F51,Nonorganic sleep disorders,F50-F59,category,UT
Y06,Neglect and abandonment,X85-Y09,category,ND
Y06,Neglect and abandonment,X85-Y09,category,PA
Y06,Neglect and abandonment,X85-Y09,category,OK
Y06,Neglect and abandonment,X85-Y09,category,KS
Y06,Neglect and abandonment,X85-Y09,category,TX
Y06,Neglect and abandonment,X85-Y09,category,NY
Y06,Neglect and abandonment,X85-Y09,category,NE
Y06,Neglect and abandonment,X85-Y09,category,OR
Y06,Neglect and abandonment,X85-Y09,category,IN
Y06,Neglect and abandonment,X85-Y09,category,OH
Y06,Neglect and abandonment,X85-Y09,category,MI
Y06,Neglect and abandonment,X85-Y09,category,LA
Y06,Neglect and abandonment,X85-Y09,category,GA
Y06,Neglect and abandonment,X85-Y09,category,IL
Y06,Neglect and abandonment,X85-Y09,category,AZ
Y06,Neglect and abandonment,X85-Y09,category,FL
Y06,Neglect and abandonment,X85-Y09,category,ID
Y06,Neglect and abandonment,X85-Y09,category,NV
Y06,Neglect and abandonment,X85-Y09,category,CA
Y06,Neglect and abandonment,X85-Y09,category,IA
A96,Arenaviral haemorrhagic fever,A92-A99,category,PA
A96,Arenaviral haemorrhagic fever,A92-A99,category,NY
A96,Arenaviral haemorrhagic fever,A92-A99,category,OK
A96,Arenaviral haemorrhagic fever,A92-A99,category,ND
A96,Arenaviral haemorrhagic fever,A92-A99,category,MI
A96,Arenaviral haemorrhagic fever,A92-A99,category,OR
A96,Arenaviral haemorrhagic fever,A92-A99,category,IN
A96,Arenaviral haemorrhagic fever,A92-A99,category,ID
A96,Arenaviral haemorrhagic fever,A92-A99,category,TX
A96,Arenaviral haemorrhagic fever,A92-A99,category,NE
A96,Arenaviral haemorrhagic fever,A92-A99,category,FL
A96,Arenaviral haemorrhagic fever,A92-A99,category,IA
A96,Arenaviral haemorrhagic fever,A92-A99,category,IL
A96,Arenaviral haemorrhagic fever,A92-A99,category,GA
A96,Arenaviral haemorrhagic fever,A92-A99,category,LA
A96,Arenaviral haemorrhagic fever,A92-A99,category,AZ
A96,Arenaviral haemorrhagic fever,A92-A99,category,NV
A96,Arenaviral haemorrhagic fever,A92-A99,category,OH
A96,Arenaviral haemorrhagic fever,A92-A99,category,CA
L13,Other bullous disorders,L10-L14,category,ID
L13,Other bullous disorders,L10-L14,category,NY
L13,Other bullous disorders,L10-L14,category,OK
L13,Other bullous disorders,L10-L14,category,PA
L13,Other bullous disorders,L10-L14,category,IN
L13,Other bullous disorders,L10-L14,category,MI
L13,Other bullous disorders,L10-L14,category,GA
L13,Other bullous disorders,L10-L14,category,OH
L13,Other bullous disorders,L10-L14,category,TX
L13,Other bullous disorders,L10-L14,category,OR
L13,Other bullous disorders,L10-L14,category,AZ
L13,Other bullous disorders,L10-L14,category,FL
L13,Other bullous disorders,L10-L14,category,CA
L13,Other bullous disorders,L10-L14,category,NE
L13,Other bullous disorders,L10-L14,category,NV
L13,Other bullous disorders,L10-L14,category,UT
L13,Other bullous disorders,L10-L14,category,IL
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,NY
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,PA
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,ND
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,IN
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,ID
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,MI
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,GA
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,CA
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,TX
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,NE
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,OH
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,OK
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,LA
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,FL
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,OR
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,AZ
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,IL
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,UT
P10,Intracranial laceration and haemorrhage due to birth injury,P10-P15,category,NV
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,PA
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,OK
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,NY
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,ID
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,IN
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,OH
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,FL
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,MI
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,GA
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,CA
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,IL
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,AZ
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,NE
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,TX
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,NV
I62,Other nontraumatic intracranial haemorrhage,I60-I69,category,OR
R94,Abnormal results of function studies,R90-R94,category,ID
R94,Abnormal results of function studies,R90-R94,category,IN
R94,Abnormal results of function studies,R90-R94,category,OH
R94,Abnormal results of function studies,R90-R94,category,ND
R94,Abnormal results of function studies,R90-R94,category,PA
R94,Abnormal results of function studies,R90-R94,category,TX
R94,Abnormal results of function studies,R90-R94,category,IA
R94,Abnormal results of function studies,R90-R94,category,GA
R94,Abnormal results of function studies,R90-R94,category,NE
R94,Abnormal results of function studies,R90-R94,category,OK
R94,Abnormal results of function studies,R90-R94,category,IL
R94,Abnormal results of function studies,R90-R94,category,LA
R94,Abnormal results of function studies,R90-R94,category,FL
R94,Abnormal results of function studies,R90-R94,category,NV
R94,Abnormal results of function studies,R90-R94,category,OR
R94,Abnormal results of function studies,R90-R94,category,MI
R94,Abnormal results of function studies,R90-R94,category,AZ
R94,Abnormal results of function studies,R90-R94,category,NY
R94,Abnormal results of function studies,R90-R94,category,CA
R94,Abnormal results of function studies,R90-R94,category,UT
A95,Yellow fever,A92-A99,category,NY
A95,Yellow fever,A92-A99,category,PA
A95,Yellow fever,A92-A99,category,GA
A95,Yellow fever,A92-A99,category,ND
A95,Yellow fever,A92-A99,category,OK
A95,Yellow fever,A92-A99,category,ID
A95,Yellow fever,A92-A99,category,FL
A95,Yellow fever,A92-A99,category,IA
A95,Yellow fever,A92-A99,category,OR
A95,Yellow fever,A92-A99,category,IN
A95,Yellow fever,A92-A99,category,NE
A95,Yellow fever,A92-A99,category,TX
A95,Yellow fever,A92-A99,category,AZ
A95,Yellow fever,A92-A99,category,MI
A95,Yellow fever,A92-A99,category,IL
A95,Yellow fever,A92-A99,category,OH
A95,Yellow fever,A92-A99,category,LA
A95,Yellow fever,A92-A99,category,NV
A95,Yellow fever,A92-A99,category,CA
A95,Yellow fever,A92-A99,category,UT
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,OR
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,PA
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,OK
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,ID
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,NY
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,ND
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,GA
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,LA
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,TX
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,NE
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,IN
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,OH
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,MI
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,NV
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,IL
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,FL
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,IA
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,CA
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,AZ
R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,R70-R79,category,UT
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,OK
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,NY
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,PA
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,TX
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,ND
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,GA
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,OR
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,ID
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,IN
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,MI
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,IA
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,OH
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,LA
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,NE
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,FL
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,AZ
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,IL
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,CA
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,NV
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,KS
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,D10-D36,category,UT
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,NY
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,OK
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,PA
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,OR
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,IN
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,NE
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,ID
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,MI
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,OH
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,TX
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,FL
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,CA
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,IL
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,GA
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,AZ
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,F90-F98,category,NV
A97,Dengue,A92-A99,category,OK
A97,Dengue,A92-A99,category,NY
A97,Dengue,A92-A99,category,PA
A97,Dengue,A92-A99,category,TX
A97,Dengue,A92-A99,category,ID
A97,Dengue,A92-A99,category,ND
A97,Dengue,A92-A99,category,LA
A97,Dengue,A92-A99,category,IN
A97,Dengue,A92-A99,category,OR
A97,Dengue,A92-A99,category,NE
A97,Dengue,A92-A99,category,MI
A97,Dengue,A92-A99,category,GA
A97,Dengue,A92-A99,category,OH
A97,Dengue,A92-A99,category,IL
A97,Dengue,A92-A99,category,NV
A97,Dengue,A92-A99,category,FL
A97,Dengue,A92-A99,category,IA
A97,Dengue,A92-A99,category,AZ
A97,Dengue,A92-A99,category,CA
A97,Dengue,A92-A99,category,UT
F92,Mixed disorders of conduct and emotions,F90-F98,category,IN
F92,Mixed disorders of conduct and emotions,F90-F98,category,GA
F92,Mixed disorders of conduct and emotions,F90-F98,category,PA
F92,Mixed disorders of conduct and emotions,F90-F98,category,OK
F92,Mixed disorders of conduct and emotions,F90-F98,category,MI
F92,Mixed disorders of conduct and emotions,F90-F98,category,TX
F92,Mixed disorders of conduct and emotions,F90-F98,category,OR
F92,Mixed disorders of conduct and emotions,F90-F98,category,NE
F92,Mixed disorders of conduct and emotions,F90-F98,category,ID
F92,Mixed disorders of conduct and emotions,F90-F98,category,LA
F92,Mixed disorders of conduct and emotions,F90-F98,category,OH
F92,Mixed disorders of conduct and emotions,F90-F98,category,FL
F92,Mixed disorders of conduct and emotions,F90-F98,category,NV
F92,Mixed disorders of conduct and emotions,F90-F98,category,AZ
F92,Mixed disorders of conduct and emotions,F90-F98,category,IL
F92,Mixed disorders of conduct and emotions,F90-F98,category,NY
F92,Mixed disorders of conduct and emotions,F90-F98,category,CA
D23,Other benign neoplasms of skin,D10-D36,category,OH
D23,Other benign neoplasms of skin,D10-D36,category,OK
D23,Other benign neoplasms of skin,D10-D36,category,PA
D23,Other benign neoplasms of skin,D10-D36,category,NE
D23,Other benign neoplasms of skin,D10-D36,category,ND
D23,Other benign neoplasms of skin,D10-D36,category,TX
D23,Other benign neoplasms of skin,D10-D36,category,ID
D23,Other benign neoplasms of skin,D10-D36,category,NY
D23,Other benign neoplasms of skin,D10-D36,category,OR
D23,Other benign neoplasms of skin,D10-D36,category,IN
D23,Other benign neoplasms of skin,D10-D36,category,MI
D23,Other benign neoplasms of skin,D10-D36,category,GA
D23,Other benign neoplasms of skin,D10-D36,category,LA
D23,Other benign neoplasms of skin,D10-D36,category,IA
D23,Other benign neoplasms of skin,D10-D36,category,IL
D23,Other benign neoplasms of skin,D10-D36,category,NV
D23,Other benign neoplasms of skin,D10-D36,category,FL
D23,Other benign neoplasms of skin,D10-D36,category,AZ
D23,Other benign neoplasms of skin,D10-D36,category,CA
D23,Other benign neoplasms of skin,D10-D36,category,UT
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,KS
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,OK
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,ND
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,PA
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,ID
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,NY
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,NE
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,IN
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,MI
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,TX
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,IA
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,LA
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,FL
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,OR
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,IL
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,GA
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,NV
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,CA
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,OH
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,AZ
R90,Abnormal findings on diagnostic imaging of central nervous system,R90-R94,category,UT
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,OK
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,PA
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,OH
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,MI
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,TX
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,IN
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,FL
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,OR
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,NE
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,GA
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,ID
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,CA
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,AZ
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,IL
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,NV
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,NY
D15,Benign neoplasm of other and unspecified intrathoracic organs,D10-D36,category,UT
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,ID
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,OK
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,LA
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,IN
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,OH
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,PA
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,TX
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,MI
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,OR
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,NE
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,FL
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,NV
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,GA
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,AZ
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,IL
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,CA
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,NY
D21,Other benign neoplasms of connective and other soft tissue,D10-D36,category,UT
D30,Benign neoplasm of urinary organs,D10-D36,category,PA
D30,Benign neoplasm of urinary organs,D10-D36,category,ID
D30,Benign neoplasm of urinary organs,D10-D36,category,MI
D30,Benign neoplasm of urinary organs,D10-D36,category,FL
D30,Benign neoplasm of urinary organs,D10-D36,category,OR
D30,Benign neoplasm of urinary organs,D10-D36,category,OK
D30,Benign neoplasm of urinary organs,D10-D36,category,IA
D30,Benign neoplasm of urinary organs,D10-D36,category,GA
D30,Benign neoplasm of urinary organs,D10-D36,category,IN
D30,Benign neoplasm of urinary organs,D10-D36,category,OH
D30,Benign neoplasm of urinary organs,D10-D36,category,LA
D30,Benign neoplasm of urinary organs,D10-D36,category,TX
D30,Benign neoplasm of urinary organs,D10-D36,category,NY
D30,Benign neoplasm of urinary organs,D10-D36,category,NE
D30,Benign neoplasm of urinary organs,D10-D36,category,NV
D30,Benign neoplasm of urinary organs,D10-D36,category,IL
D30,Benign neoplasm of urinary organs,D10-D36,category,AZ
D30,Benign neoplasm of urinary organs,D10-D36,category,CA
D30,Benign neoplasm of urinary organs,D10-D36,category,KS
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,OH
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,NY
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,GA
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,NE
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,LA
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,PA
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,ID
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,OK
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,ND
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,OR
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,TX
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,IN
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,NV
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,MI
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,FL
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,IL
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,IA
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,AZ
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,CA
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,KS
D33,Benign neoplasm of brain and other parts of central nervous system,D10-D36,category,UT
F93,Emotional disorders with onset specific to childhood,F90-F98,category,PA
F93,Emotional disorders with onset specific to childhood,F90-F98,category,ND
F93,Emotional disorders with onset specific to childhood,F90-F98,category,NY
F93,Emotional disorders with onset specific to childhood,F90-F98,category,ID
F93,Emotional disorders with onset specific to childhood,F90-F98,category,OK
F93,Emotional disorders with onset specific to childhood,F90-F98,category,IN
F93,Emotional disorders with onset specific to childhood,F90-F98,category,NE
F93,Emotional disorders with onset specific to childhood,F90-F98,category,GA
F93,Emotional disorders with onset specific to childhood,F90-F98,category,TX
